META,inlet_choked,dpump_only_choked_inlet_the_betterOne
DATA,ts_ms,diaphragm_pct,piston_pct,mpx_pressure_hPa,bmp_temp_C,bmp_pressure_hPa,dht_temp_C,dht_humidity
DATA,303023,50,0,1629.63, 23.12,1010.68,NaN,NaN
DATA,304022,50,0,1640.49, 23.12,1010.69,NaN,NaN
DATA,305022,50,0,1651.35, 23.12,1010.65,NaN,NaN
DATA,306023,50,0,1662.21, 23.12,1010.66,NaN,NaN
DATA,307022,50,0,1673.07, 23.12,1010.65,NaN,NaN
DATA,308023,50,0,1689.37, 23.11,1010.64,NaN,NaN
DATA,309022,0,0,1689.37, 23.11,1010.65,NaN,NaN
DATA,310023,0,0,1689.37, 23.11,1010.66,NaN,NaN
DATA,311022,0,0,1689.37, 23.11,1010.66,NaN,NaN
DATA,312023,0,0,1347.24, 23.12,1010.65,NaN,NaN
DATA,313023,0,0,717.28, 23.11,1010.64,NaN,NaN
DATA,314022,0,0,271.97, 23.11,1010.63,NaN,NaN
DATA,315023,0,0,-15.86, 23.11,1010.64,NaN,NaN
DATA,316022,0,0,-15.86, 23.11,1010.66,NaN,NaN
DATA,317023,0,0,-10.43, 23.11,1010.63,NaN,NaN
DATA,318022,0,0,-10.43, 23.12,1010.67,NaN,NaN
DATA,319023,0,0,-10.43, 23.11,1010.63,NaN,NaN
DATA,320022,0,0, -5.00, 23.12,1010.65,NaN,NaN
DATA,321022,0,0, -5.00, 23.11,1010.66,NaN,NaN
DATA,322023,0,0, -5.00, 23.12,1010.65,NaN,NaN
DATA,323022,25,0, 33.02, 23.11,1010.64,NaN,NaN
DATA,324023,25,0,130.77, 23.11,1010.63,NaN,NaN
DATA,325022,25,0,141.63, 23.11,1010.63,NaN,NaN
DATA,326023,25,0,152.49, 23.11,1010.62,NaN,NaN
DATA,327022,25,0,168.78, 23.11,1010.61,NaN,NaN
DATA,328023,25,0,179.65, 23.11,1010.61,NaN,NaN
DATA,329023,25,0,195.94, 23.11,1010.62,NaN,NaN
DATA,330022,25,0,201.37, 23.11,1010.64,NaN,NaN
DATA,331023,25,0,217.66, 23.11,1010.61,NaN,NaN
DATA,332022,25,0,228.52, 23.11,1010.63,NaN,NaN
DATA,333023,25,0,244.81, 23.10,1010.63,NaN,NaN
DATA,334022,25,0,255.68, 23.11,1010.59,NaN,NaN
DATA,335023,25,0,271.97, 23.11,1010.61,NaN,NaN
DATA,336022,25,0,282.83, 23.10,1010.63,NaN,NaN
DATA,337022,25,0,293.69, 23.11,1010.62,NaN,NaN
DATA,338023,25,0,304.55, 23.11,1010.64,NaN,NaN
DATA,339022,25,0,320.84, 23.11,1010.64,NaN,NaN
DATA,340023,25,0,331.70, 23.11,1010.63,NaN,NaN
DATA,341022,25,0,348.00, 23.11,1010.64,NaN,NaN
DATA,342023,25,0,358.86, 23.11,1010.64,NaN,NaN
DATA,343022,25,0,369.72, 23.11,1010.62,NaN,NaN
DATA,344023,25,0,380.58, 23.10,1010.63,NaN,NaN
DATA,345023,25,0,391.44, 23.10,1010.61,NaN,NaN
DATA,346022,25,0,407.73, 23.11,1010.64,NaN,NaN
