META,inlet_choked,only_compressor_manual_outlet 
DATA,ts_ms,diaphragm_pct,piston_pct,mpx_pressure_hPa,bmp_temp_C,bmp_pressure_hPa,dht_temp_C,dht_humidity
DATA,143020,0,0,3905.07,  0.00,  0.00,NaN,NaN
DATA,144019,0,0,3910.50,  0.00,  0.00,NaN,NaN
DATA,145019,0,0,3910.50,  0.00,  0.00,NaN,NaN
DATA,146020,0,0,3910.50,  0.00,  0.00,NaN,NaN
DATA,147019,0,0,3910.50,  0.00,  0.00,NaN,NaN
DATA,148020,0,0,3905.07,  0.00,  0.00,NaN,NaN
DATA,149019,0,0,3910.50,  0.00,  0.00,NaN,NaN
DATA,150020,0,0,3905.07,  0.00,  0.00,NaN,NaN
DATA,151019,0,0,3905.07,  0.00,  0.00,NaN,NaN
DATA,152019,0,0,3905.07,  0.00,  0.00,NaN,NaN
DATA,153020,0,0,3910.50,  0.00,  0.00,NaN,NaN
DATA,154019,0,0,3905.07,  0.00,  0.00,NaN,NaN
DATA,155020,0,0,3905.07,  0.00,  0.00,NaN,NaN
DATA,156019,0,0,3905.07,  0.00,  0.00,NaN,NaN
DATA,157020,0,0,3910.50,  0.00,  0.00,NaN,NaN
DATA,158019,0,0,3910.50,  0.00,  0.00,NaN,NaN
DATA,159020,0,0,3910.50,  0.00,  0.00,NaN,NaN
DATA,160019,0,0,3905.07,  0.00,  0.00,NaN,NaN
DATA,161019,0,0,3905.07,  0.00,  0.00,NaN,NaN
DATA,162020,0,0,3910.50,  0.00,  0.00,NaN,NaN
DATA,163019,0,0,3905.07,  0.00,  0.00,NaN,NaN
DATA,164020,0,0,2960.14,  0.00,  0.00,NaN,NaN
DATA,165019,0,0,2064.08,  0.00,  0.00,NaN,NaN
DATA,166020,0,0,1368.96,  0.00,  0.00,NaN,NaN
DATA,167019,0,0,565.22,  0.00,  0.00,NaN,NaN
DATA,168019,0,0, -5.00,  0.00,  0.00,NaN,NaN
DATA,169020,0,0,  0.43,  0.00,  0.00,NaN,NaN
DATA,170019,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,171020,0,0,  5.87,  0.00,  0.00,NaN,NaN
DATA,172019,0,0,  5.87,  0.00,  0.00,NaN,NaN
DATA,173020,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,174019,0,0,  5.87,  0.00,  0.00,NaN,NaN
DATA,175020,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,176019,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,177019,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,178020,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,179019,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,180020,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,181019,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,182020,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,183019,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,184019,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,185020,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,186019,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,187020,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,188019,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,189020,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,190019,0,0, 11.30,  0.00,  0.00,NaN,NaN
DATA,191020,0,50, 22.16,  0.00,  0.00,NaN,NaN
DATA,192019,0,50,375.15,  0.00,  0.00,NaN,NaN
DATA,193019,0,50,614.10,  0.00,  0.00,NaN,NaN
DATA,194020,0,50,847.62,  0.00,  0.00,NaN,NaN
DATA,195019,0,50,1081.13,  0.00,  0.00,NaN,NaN
DATA,196020,0,50,1287.50,  0.00,  0.00,NaN,NaN
DATA,197019,0,50,1515.59,  0.00,  0.00,NaN,NaN
DATA,198020,0,50,1732.81,  0.00,  0.00,NaN,NaN
DATA,199019,0,50,1874.01,  0.00,  0.00,NaN,NaN
DATA,200019,0,50,2112.96,  0.00,  0.00,NaN,NaN
DATA,201020,0,50,2259.59,  0.00,  0.00,NaN,NaN
DATA,202019,0,50,2438.80,  0.00,  0.00,NaN,NaN
DATA,203020,0,50,2601.72,  0.00,  0.00,NaN,NaN
DATA,204019,0,50,2661.45,  0.00,  0.00,NaN,NaN
DATA,205020,0,50,2797.22,  0.00,  0.00,NaN,NaN
DATA,206019,0,50,2894.97,  0.00,  0.00,NaN,NaN
DATA,207020,0,50,3047.03,  0.00,  0.00,NaN,NaN
DATA,208019,0,50,3101.34,  0.00,  0.00,NaN,NaN
DATA,209019,0,50,3258.82,  0.00,  0.00,NaN,NaN
DATA,210020,0,50,3285.98,  0.00,  0.00,NaN,NaN
DATA,211019,0,50,3280.55,  0.00,  0.00,NaN,NaN
DATA,212020,0,50,3383.73,  0.00,  0.00,NaN,NaN
