META,inlet_choked,no - checking at which minimum duty cycle the compressor can maintain adequate pressure
DATA,ts_ms,diaphragm_pct,piston_pct,mpx_pressure_hPa,bmp_temp_C,bmp_pressure_hPa
DATA,555016,0,21,2091.23, 25.17,1015.71
DATA,556015,0,21,2064.08, 25.17,1015.68
DATA,557016,0,21,2096.67, 25.16,1015.71
DATA,558015,0,0,2080.37, 25.16,1015.72
DATA,559015,0,0,2009.78, 25.16,1015.69
DATA,560015,0,0,1955.47, 25.16,1015.71
DATA,561015,0,0,1906.59, 25.16,1015.71
DATA,562016,0,0,1857.72, 25.16,1015.74
DATA,563015,0,0,1808.84, 25.15,1015.71
DATA,564016,0,0,1765.40, 25.15,1015.73
DATA,565015,0,0,1716.52, 25.15,1015.72
DATA,566016,0,0,1667.64, 25.15,1015.69
DATA,567015,0,0,1624.20, 25.15,1015.73
DATA,568015,0,0,1580.75, 25.15,1015.71
DATA,569016,0,0,1531.88, 25.14,1015.73
DATA,570015,0,0,1488.43, 25.15,1015.71
DATA,571016,0,0,1444.99, 25.14,1015.72
DATA,572015,0,0,1396.11, 25.14,1015.71
DATA,573016,0,0,1352.67, 25.14,1015.71
DATA,574015,0,0,1309.22, 25.14,1015.73
DATA,575015,0,0,1265.78, 25.14,1015.72
DATA,576015,0,0,1222.33, 25.14,1015.72
DATA,577015,0,0,1173.46, 25.13,1015.70
DATA,578016,0,0,1130.01, 25.13,1015.73
DATA,579015,0,0,1081.13, 25.13,1015.70
DATA,580016,0,0,1037.69, 25.13,1015.70
DATA,581015,0,0,988.81, 25.12,1015.69
DATA,582016,0,0,939.94, 25.12,1015.69
DATA,583015,0,0,896.49, 25.12,1015.71
DATA,584015,0,0,847.62, 25.12,1015.72
DATA,585016,0,0,798.74, 25.12,1015.69
DATA,586015,0,0,749.86, 25.12,1015.69
DATA,587016,0,0,695.56, 25.12,1015.71
DATA,588015,0,0,695.56, 25.11,1015.69
DATA,589016,0,0,695.56, 25.12,1015.71
DATA,590015,0,0,695.56, 25.11,1015.70
DATA,591015,0,0,690.13, 25.11,1015.73
DATA,592015,0,0,684.70, 25.11,1015.72
DATA,593015,0,0,679.27, 25.11,1015.70
DATA,594016,0,0,679.27, 25.10,1015.71
DATA,595015,0,0,668.40, 25.10,1015.70
DATA,596016,0,0,668.40, 25.10,1015.70
DATA,597015,0,0,662.97, 25.09,1015.69
DATA,598016,0,0,657.54, 25.10,1015.70
DATA,599015,0,0,652.11, 25.10,1015.70
DATA,600015,0,0,652.11, 25.09,1015.71
DATA,601016,0,0,646.68, 25.09,1015.70
DATA,602015,0,0,646.68, 25.09,1015.67
DATA,603016,0,0,641.25, 25.09,1015.67
DATA,604015,0,0,630.39, 25.09,1015.70
DATA,605016,0,0,630.39, 25.09,1015.68
DATA,606015,0,0,624.96, 25.09,1015.67
DATA,607015,0,0,619.53, 25.09,1015.67
DATA,608015,0,0,614.10, 25.08,1015.67
DATA,609015,0,0,608.67, 25.08,1015.70
DATA,610016,0,0,603.24, 25.08,1015.66
DATA,611015,0,0,597.81, 25.08,1015.66
DATA,612016,0,0,597.81, 25.08,1015.67
DATA,613015,0,0,592.38, 25.07,1015.66
DATA,614016,0,0,586.94, 25.07,1015.68
DATA,615015,0,0,581.51, 25.07,1015.68
DATA,616015,0,0,576.08, 25.07,1015.70
DATA,617016,0,0,527.21, 25.07,1015.69
DATA,618015,0,0,451.18, 25.07,1015.67
DATA,619016,0,0,380.58, 25.06,1015.66
DATA,620015,0,0,315.41, 25.07,1015.67
DATA,621016,0,0,250.24, 25.06,1015.67
DATA,622015,0,0,190.51, 25.06,1015.70
DATA,623015,0,0,130.77, 25.06,1015.72
DATA,624015,0,0, 76.46, 25.06,1015.70
DATA,625015,0,0, 33.02, 25.06,1015.71
DATA,626016,0,0,  5.87, 25.05,1015.70
DATA,627015,0,0,-10.43, 25.06,1015.70
DATA,628016,0,0,-10.43, 25.05,1015.68
DATA,629015,0,0,-15.86, 25.05,1015.68
DATA,630016,0,0,-15.86, 25.04,1015.65
DATA,631015,0,0,-15.86, 25.05,1015.70
DATA,632015,0,0,-15.86, 25.05,1015.68
DATA,633016,0,0,-15.86, 25.04,1015.68
DATA,634015,0,0,-15.86, 25.04,1015.67
DATA,635016,0,0,-15.86, 25.04,1015.69
